id,date,product,quantity,price
8057,2025-09-16,Ultra Set 38,28,103.34
8058,2025-12-08,Basic Café 20,47,309.29
8059,2025-12-05,Ultra Crema 32,25,215.23
8060,2025-12-11,Premium Bicicleta 27,45,164.48
8061,2025-08-13,Ultra Sofá 76,29,482.40
8062,2025-12-23,Giga Sofá 20,13,154.49
8063,2026-05-25,Pro Café 31,37,293.37
8064,2026-01-16,Elite Tênis 41,44,407.26
8065,2026-05-25,Maxi Sofá 18,10,127.40
8066,2025-11-26,Smart Fone 87,15,464.67
8067,2025-06-20,Eco Tênis 67,7,76.44
8068,2026-02-14,Pro Set 29,10,284.67
8069,2025-10-12,Eco Fone 73,21,33.31
8070,2026-04-23,Mini Tênis 99,42,279.92
8071,2025-11-21,Pro Tênis 21,50,396.98
8072,2026-04-16,Ultra Crema 12,7,356.61
8073,2025-09-24,Maxi Kit 87,27,267.18
8074,2025-08-05,Premium Set 75,34,135.67
8075,2026-02-22,Pro Fone 9,13,321.02
8076,2026-03-20,Smart Tênis 7,8,198.26
8077,2025-08-10,Ultra Café 19,24,159.95
8078,2026-02-18,Giga Tênis 98,47,92.50
8079,2026-01-03,Eco Café 30,47,495.73
8080,2025-06-20,Elite Café 9,29,106.12
8081,2025-06-23,Giga Pack 80,33,212.56
8082,2025-07-29,Ultra Set 16,42,437.55
8083,2025-10-07,Elite Set 86,39,84.51
8084,2026-04-28,Giga Bicicleta 30,22,285.32
8085,2025-09-20,Basic Dicionário 73,49,308.41
8086,2026-01-09,Maxi Kit 55,33,158.25
8087,2026-02-13,Elite Pack 52,15,372.97
8088,2025-11-30,Basic Dicionário 80,13,264.65
8089,2025-07-30,Basic Fone 29,26,250.41
8090,2025-07-13,Smart Café 21,2,406.04
8091,2026-01-15,Eco Tênis 82,47,411.19
8092,2025-06-12,Pro Bicicleta 65,13,235.91
8093,2026-04-09,Maxi Fone 18,39,69.45
8094,2026-04-17,Pro Crema 82,50,349.88
8095,2026-01-31,Premium Crema 24,15,143.50
8096,2026-03-31,Elite Café 78,11,285.70
8097,2025-09-12,Pro Crema 31,13,446.03
8098,2025-08-17,Eco Sofá 5,25,480.09
8099,2026-02-12,Eco Bicicleta 49,32,141.08
8100,2025-10-11,Pro Fone 75,30,87.70
8101,2025-12-02,Elite Pack 29,47,104.82
8102,2025-11-29,Giga Sofá 69,44,166.73
8103,2026-04-26,Smart Fone 15,23,428.30
8104,2025-10-03,Giga Kit 81,4,26.22
8105,2025-11-04,Basic Crema 69,16,134.00
8106,2025-09-10,Maxi Set 63,34,166.38
8107,2026-01-08,Ultra Dicionário 35,40,364.74
8108,2025-08-15,Giga Fone 11,41,128.27
8109,2026-04-03,Basic Crema 60,28,476.99
8110,2025-10-27,Smart Kit 53,1,318.73
8111,2025-06-29,Premium Tênis 49,13,292.52
8112,2025-07-26,Giga Kit 10,6,206.12
8113,2026-02-13,Mini Crema 61,9,17.04
8114,2025-06-29,Elite Bicicleta 96,33,175.78
8115,2026-03-15,Pro Fone 25,46,417.34
8116,2025-10-11,Elite Sofá 79,23,496.29
8117,2025-06-10,Maxi Fone 42,35,96.19
8118,2025-08-19,Elite Crema 37,27,379.80
8119,2026-03-06,Pro Crema 50,48,157.49
8120,2026-01-27,Basic Pack 92,28,19.04
8121,2025-10-29,Ultra Bicicleta 57,4,175.95
8122,2025-10-05,Pro Kit 33,19,188.18
8123,2025-12-10,Pro Sofá 39,1,332.36
8124,2026-05-25,Premium Dicionário 9,26,450.32
8125,2026-05-26,Premium Sofá 56,36,153.63
8126,2025-08-06,Ultra Fone 97,18,20.48
8127,2025-07-11,Pro Pack 20,31,499.14
8128,2025-07-02,Pro Set 28,23,499.77
8129,2025-08-27,Premium Dicionário 21,26,277.53
8130,2026-01-09,Ultra Kit 89,31,12.31
8131,2026-05-23,Eco Pack 22,45,148.26
8132,2025-08-31,Pro Fone 20,45,284.02
8133,2025-07-01,Mini Set 49,17,33.68
8134,2025-06-15,Smart Bicicleta 71,44,278.51
8135,2025-12-16,Smart Café 91,35,191.03
8136,2025-08-31,Giga Bicicleta 92,3,105.31
8137,2026-02-27,Elite Kit 37,16,91.38
8138,2025-09-05,Premium Kit 39,41,218.99
8139,2026-05-05,Smart Dicionário 79,33,265.09
8140,2026-04-09,Giga Crema 83,9,437.44
8141,2025-10-06,Pro Sofá 75,42,188.96
8142,2025-11-26,Smart Sofá 33,27,94.11
8143,2025-11-16,Maxi Crema 47,23,171.75
8144,2025-12-09,Ultra Pack 81,44,348.67
8145,2025-12-14,Pro Bicicleta 17,29,18.62
8146,2026-01-29,Ultra Tênis 46,13,77.43
8147,2025-06-08,Ultra Tênis 61,44,354.39
8148,2026-03-24,Smart Crema 11,48,377.26
8149,2026-03-29,Ultra Sofá 94,16,219.43
8150,2026-05-13,Mini Fone 83,28,347.52
8151,2025-08-01,Premium Crema 6,32,315.23
8152,2026-03-06,Pro Kit 81,27,435.43
8153,2025-08-19,Eco Crema 44,42,208.67
8154,2025-10-24,Elite Crema 76,42,408.94
8155,2025-06-22,Pro Fone 84,16,384.67
8156,2025-09-15,Smart Sofá 88,30,222.06
8157,2026-03-05,Smart Set 42,5,364.97
8158,2025-11-03,Elite Kit 4,48,94.76
8159,2025-11-15,Ultra Tênis 54,8,373.42
8160,2025-08-12,Giga Fone 63,37,18.38
8161,2026-05-06,Smart Crema 40,2,189.29
8162,2025-05-28,Mini Café 82,37,110.92
8163,2025-08-13,Basic Bicicleta 70,31,181.73
8164,2026-04-22,Ultra Dicionário 45,27,275.71
8165,2025-12-01,Basic Sofá 89,31,403.19
8166,2025-06-06,Premium Café 97,18,481.42
8167,2025-10-13,Basic Crema 97,9,47.98
8168,2025-12-13,Elite Crema 69,13,310.66
8169,2025-10-08,Maxi Kit 87,33,226.58
8170,2025-08-17,Ultra Bicicleta 44,9,260.58
8171,2025-11-06,Smart Café 81,38,171.72
8172,2026-02-11,Smart Fone 18,17,163.51
8173,2025-06-28,Elite Bicicleta 51,40,152.67
8174,2025-11-17,Eco Kit 30,3,286.12
8175,2026-05-03,Smart Fone 73,40,116.09
8176,2025-06-22,Giga Crema 8,45,140.08
8177,2025-09-12,Maxi Set 97,44,455.61
8178,2026-04-08,Maxi Fone 54,1,452.58
8179,2026-01-20,Pro Fone 55,37,168.10
8180,2025-10-20,Mini Set 46,1,226.88
8181,2026-03-25,Ultra Tênis 23,6,119.55
8182,2025-07-16,Mini Café 65,10,130.33
8183,2025-11-22,Elite Café 69,11,141.91
8184,2025-06-14,Smart Bicicleta 28,13,176.19
8185,2026-01-01,Premium Tênis 9,19,328.19
8186,2025-11-15,Giga Set 39,7,475.05
8187,2026-01-11,Giga Bicicleta 92,34,398.66
8188,2025-07-31,Smart Crema 58,22,496.62
8189,2025-09-08,Smart Fone 14,25,332.59
8190,2025-10-11,Premium Kit 8,17,242.05
8191,2025-11-24,Elite Crema 64,5,164.10
8192,2026-03-01,Elite Sofá 48,49,236.08
8193,2025-05-29,Basic Dicionário 85,35,386.62
8194,2026-04-05,Maxi Fone 71,1,418.40
8195,2025-11-06,Basic Fone 88,2,325.44
8196,2025-11-01,Premium Sofá 12,25,457.16
8197,2025-11-16,Elite Tênis 85,45,122.23
8198,2026-02-27,Maxi Pack 48,28,373.08
8199,2026-04-03,Basic Sofá 51,19,393.33
8200,2025-09-28,Maxi Sofá 25,44,458.62
8201,2025-08-17,Smart Sofá 38,27,214.24
8202,2025-07-17,Maxi Crema 50,6,172.88
8203,2025-06-12,Eco Café 28,39,406.35
8204,2026-01-20,Maxi Crema 87,16,487.01
8205,2025-09-11,Premium Café 23,6,419.61
8206,2026-03-02,Basic Sofá 72,28,71.46
8207,2026-04-02,Giga Sofá 86,18,59.23
8208,2026-05-25,Smart Bicicleta 20,31,56.19
8209,2025-10-26,Ultra Crema 70,20,243.18
8210,2025-08-04,Elite Pack 6,5,146.21
8211,2026-02-20,Mini Kit 77,50,129.39
8212,2026-05-02,Elite Dicionário 20,19,74.21
8213,2025-11-25,Giga Pack 23,2,30.78
8214,2025-07-10,Giga Tênis 60,22,402.09
8215,2026-04-28,Basic Café 63,50,335.17
8216,2025-10-03,Eco Fone 28,26,212.62
8217,2025-11-02,Giga Crema 40,24,228.93
8218,2025-06-04,Mini Tênis 62,12,401.53
8219,2026-01-25,Eco Pack 1,47,83.68
8220,2025-08-07,Pro Café 5,48,361.48
8221,2026-04-25,Basic Pack 52,45,104.20
8222,2025-10-10,Premium Dicionário 69,17,59.35
8223,2026-05-15,Elite Café 16,15,240.67
8224,2026-01-06,Elite Kit 90,17,391.88
8225,2025-07-27,Pro Crema 16,39,252.90
8226,2025-06-19,Eco Crema 54,2,109.60
8227,2025-11-24,Basic Dicionário 13,23,407.37
8228,2025-10-25,Basic Crema 71,7,415.75
8229,2025-07-31,Basic Dicionário 33,10,183.69
8230,2025-07-04,Basic Crema 57,45,206.30
8231,2025-09-14,Eco Fone 30,24,487.92
8232,2025-06-12,Eco Café 65,12,372.71
8233,2025-08-06,Giga Sofá 51,17,176.26
8234,2025-08-24,Basic Fone 56,3,21.52
8235,2026-05-12,Maxi Kit 19,33,477.76
8236,2025-06-27,Smart Set 65,26,480.97
8237,2025-09-04,Mini Pack 2,2,330.90
8238,2026-01-26,Ultra Bicicleta 50,41,23.25
8239,2025-10-20,Premium Dicionário 53,44,135.81
8240,2025-11-23,Smart Pack 58,26,469.99
8241,2026-04-19,Eco Tênis 68,43,49.28
8242,2025-08-27,Eco Dicionário 59,9,410.38
8243,2025-10-06,Maxi Pack 43,19,26.76
8244,2026-02-24,Premium Fone 42,45,461.88
8245,2025-11-30,Eco Tênis 22,14,189.09
8246,2026-02-10,Elite Café 65,5,23.36
8247,2025-09-09,Giga Sofá 42,4,194.35
8248,2026-02-28,Mini Café 47,11,63.17
8249,2026-01-31,Giga Set 16,49,421.91
8250,2026-01-02,Giga Café 82,23,390.84
8251,2025-06-22,Eco Fone 62,7,264.85
8252,2025-06-26,Mini Dicionário 68,15,476.20
8253,2025-09-30,Basic Bicicleta 53,14,345.08
8254,2026-03-09,Giga Set 79,17,330.35
8255,2026-01-29,Ultra Dicionário 3,21,385.70
8256,2026-04-29,Pro Set 2,36,82.94
8257,2025-10-12,Smart Fone 27,20,128.41
8258,2026-02-02,Ultra Café 27,40,489.62
8259,2025-06-15,Mini Fone 31,14,284.40
8260,2025-09-02,Eco Tênis 14,16,223.47
8261,2026-03-03,Giga Dicionário 52,29,113.00
8262,2025-05-28,Basic Set 59,6,22.95
8263,2025-09-03,Pro Bicicleta 33,24,153.01
8264,2025-08-14,Maxi Dicionário 68,26,324.35
8265,2026-03-10,Premium Crema 3,5,217.28
8266,2025-07-13,Mini Set 12,46,73.91
8267,2026-01-13,Ultra Kit 40,44,294.64
8268,2025-10-22,Pro Fone 10,14,156.34
8269,2026-04-13,Smart Tênis 81,42,47.07
8270,2026-05-10,Eco Tênis 75,49,204.64
8271,2025-07-20,Ultra Tênis 2,44,193.90
8272,2026-04-30,Eco Sofá 45,49,432.82
8273,2025-10-02,Giga Sofá 13,4,48.14
8274,2026-02-03,Ultra Crema 27,14,155.86
8275,2025-09-11,Premium Bicicleta 77,4,127.45
8276,2025-10-16,Elite Set 91,23,169.38
8277,2026-04-10,Basic Pack 6,1,170.48
8278,2026-01-09,Elite Kit 81,42,494.94
8279,2025-06-17,Elite Dicionário 32,46,40.35
8280,2026-03-25,Smart Kit 36,6,327.06
8281,2025-10-15,Pro Set 50,1,489.20
8282,2025-07-13,Mini Fone 8,5,473.16
8283,2026-04-13,Giga Pack 14,16,462.97
8284,2026-02-01,Elite Kit 37,7,131.37
8285,2026-02-04,Giga Dicionário 25,12,291.06
8286,2026-03-22,Maxi Dicionário 30,28,75.41
8287,2025-12-20,Giga Café 86,41,194.95
8288,2025-11-23,Basic Set 35,31,411.45
8289,2025-08-29,Smart Crema 15,40,332.76
8290,2026-01-08,Eco Set 77,23,407.51
8291,2026-05-01,Mini Kit 13,47,80.43
8292,2025-08-10,Elite Set 44,27,351.51
8293,2025-06-22,Smart Kit 66,47,382.95
8294,2025-10-10,Eco Sofá 49,2,359.40
8295,2025-10-25,Ultra Kit 20,50,376.99
8296,2025-10-07,Smart Café 9,14,279.04
8297,2025-10-03,Mini Kit 77,9,293.68
8298,2026-02-26,Elite Tênis 44,23,403.48
8299,2025-07-01,Elite Bicicleta 23,7,87.23
8300,2025-07-12,Pro Dicionário 79,8,108.21
8301,2026-02-17,Ultra Dicionário 9,35,100.63
8302,2026-04-02,Premium Crema 64,27,146.98
8303,2026-02-13,Elite Set 95,22,296.94
8304,2025-07-06,Mini Pack 55,47,409.20
8305,2026-03-22,Ultra Set 78,43,342.80
8306,2025-08-27,Eco Fone 20,35,247.09
8307,2026-02-20,Premium Dicionário 47,5,466.23
8308,2025-08-18,Eco Fone 23,28,240.36
8309,2025-09-16,Giga Bicicleta 33,1,329.95
8310,2026-03-26,Pro Sofá 92,9,277.53
8311,2026-03-14,Pro Café 79,3,468.25
8312,2026-05-26,Basic Crema 41,43,440.65
8313,2026-04-17,Smart Kit 9,14,88.77
8314,2025-12-19,Pro Kit 5,8,402.92
8315,2025-07-10,Basic Set 59,5,190.29
8316,2025-08-03,Eco Tênis 81,13,79.60
8317,2025-09-05,Ultra Tênis 47,49,298.14
8318,2025-11-26,Eco Set 74,12,167.53
8319,2025-11-01,Eco Set 40,35,94.95
8320,2026-01-04,Basic Café 3,23,455.10
8321,2025-07-05,Ultra Bicicleta 27,46,310.39
8322,2025-08-16,Pro Fone 18,4,84.50
8323,2025-06-26,Premium Kit 65,7,316.96
8324,2025-07-10,Pro Bicicleta 13,34,432.14
8325,2026-02-28,Mini Café 10,34,203.78
8326,2025-12-13,Pro Dicionário 43,33,174.12
8327,2026-02-03,Maxi Sofá 36,28,452.95
8328,2025-06-16,Elite Tênis 71,38,423.86
8329,2026-01-31,Maxi Crema 94,20,299.12
8330,2026-02-26,Maxi Set 46,24,195.57
8331,2025-09-16,Smart Tênis 56,26,336.26
8332,2026-03-04,Basic Kit 65,16,23.58
8333,2026-02-16,Elite Fone 57,35,29.52
8334,2025-07-22,Ultra Sofá 24,16,448.25
8335,2025-08-18,Mini Fone 9,8,479.27
8336,2026-02-01,Giga Pack 39,22,49.67
8337,2025-10-11,Mini Tênis 44,14,434.85
8338,2025-07-21,Mini Pack 24,50,291.65
8339,2025-06-19,Basic Sofá 42,18,320.71
8340,2025-06-13,Giga Kit 87,12,60.95
8341,2025-07-12,Smart Bicicleta 81,44,246.80
8342,2026-04-20,Smart Café 23,14,310.80
8343,2025-09-24,Premium Kit 62,40,257.70
8344,2025-10-27,Ultra Tênis 41,43,44.27
8345,2025-10-04,Mini Set 37,11,205.12
8346,2026-05-02,Premium Sofá 59,22,248.56
8347,2026-02-22,Premium Bicicleta 70,28,290.88
8348,2025-10-14,Maxi Tênis 65,50,481.09
8349,2025-07-30,Mini Bicicleta 68,2,332.81
8350,2026-01-14,Smart Pack 36,13,132.61
8351,2025-08-08,Giga Set 17,44,375.79
8352,2025-10-19,Mini Dicionário 92,17,448.43
8353,2025-06-30,Ultra Sofá 33,18,134.87
8354,2025-09-16,Giga Bicicleta 53,23,23.59
8355,2026-04-28,Ultra Bicicleta 73,40,103.59
8356,2025-10-17,Elite Café 35,25,225.83
8357,2025-12-06,Basic Café 93,19,342.88
8358,2025-06-15,Premium Pack 4,8,106.02
8359,2025-09-24,Basic Sofá 87,19,165.91
8360,2025-07-19,Maxi Café 24,9,27.14
8361,2026-01-30,Premium Set 64,34,185.68
8362,2025-08-12,Mini Pack 16,37,378.29
8363,2025-10-27,Ultra Crema 94,40,328.52
8364,2026-05-15,Smart Dicionário 57,48,323.24
8365,2025-09-23,Smart Set 96,27,263.95
8366,2026-04-13,Elite Dicionário 53,38,110.69
8367,2025-06-08,Elite Set 8,15,93.00
8368,2025-10-25,Elite Set 75,29,271.14
8369,2025-08-04,Elite Bicicleta 36,41,27.76
8370,2026-04-19,Giga Bicicleta 78,2,204.38
8371,2025-10-01,Basic Bicicleta 66,20,190.71
8372,2025-09-09,Smart Bicicleta 3,3,492.59
8373,2025-12-02,Pro Pack 1,31,411.64
8374,2025-08-21,Giga Fone 39,42,314.15
8375,2025-08-11,Mini Tênis 81,16,314.32
8376,2025-12-31,Eco Set 25,30,175.58
8377,2025-11-21,Elite Dicionário 53,25,219.12
8378,2025-06-26,Giga Bicicleta 86,3,44.14
8379,2026-01-05,Giga Tênis 58,30,327.91
8380,2025-06-21,Maxi Crema 52,35,173.99
8381,2025-08-04,Premium Crema 32,47,309.42
8382,2026-04-13,Mini Pack 67,37,332.98
8383,2025-10-07,Elite Kit 45,46,366.45
8384,2026-03-11,Giga Kit 20,8,349.26
8385,2025-11-09,Basic Dicionário 5,49,115.24
8386,2025-11-16,Maxi Kit 56,4,442.34
8387,2025-09-10,Giga Dicionário 98,8,499.33
8388,2026-02-02,Basic Café 33,16,471.11
8389,2026-04-13,Premium Kit 69,29,459.82
8390,2025-08-06,Maxi Bicicleta 30,43,137.03
8391,2026-04-28,Pro Fone 94,4,57.90
8392,2025-08-07,Pro Crema 35,13,419.68
8393,2026-02-12,Pro Tênis 33,26,420.64
8394,2026-05-06,Maxi Set 90,14,349.07
8395,2025-06-25,Smart Pack 81,30,429.01
8396,2026-04-15,Pro Café 28,35,190.50
8397,2026-05-07,Maxi Dicionário 25,12,38.75
8398,2025-07-10,Maxi Fone 56,9,208.80
8399,2026-05-18,Eco Pack 45,35,297.52
8400,2026-05-10,Maxi Sofá 42,21,420.76
8401,2025-08-17,Premium Tênis 32,45,11.66
8402,2025-08-27,Elite Crema 10,28,318.03
8403,2025-11-20,Premium Tênis 64,42,278.09
8404,2026-01-23,Ultra Set 54,7,354.93
8405,2026-01-15,Mini Kit 78,39,394.92
8406,2025-08-09,Smart Tênis 4,7,126.40
8407,2026-05-08,Giga Bicicleta 26,33,356.62
8408,2025-12-12,Maxi Tênis 2,32,154.76
8409,2026-05-19,Elite Café 78,40,342.18
8410,2025-09-16,Maxi Pack 99,45,368.05
8411,2026-02-28,Maxi Fone 91,36,264.84
8412,2025-08-26,Smart Crema 52,29,14.26
8413,2025-10-01,Maxi Kit 25,42,198.85
8414,2025-09-12,Mini Dicionário 1,38,184.88
8415,2025-06-15,Maxi Fone 4,39,183.23
8416,2025-11-16,Giga Fone 10,8,352.47
8417,2025-12-31,Premium Café 54,37,107.87
8418,2025-08-26,Giga Kit 34,20,80.17
8419,2025-06-03,Ultra Sofá 14,19,187.98
8420,2026-03-27,Elite Crema 16,48,442.82
8421,2025-10-07,Ultra Kit 87,20,23.78
8422,2025-09-05,Eco Fone 93,50,74.90
8423,2025-11-05,Eco Fone 36,45,392.14
8424,2026-03-22,Maxi Sofá 30,34,349.88
8425,2026-03-26,Maxi Sofá 74,36,493.78
8426,2026-01-23,Mini Fone 27,33,367.67
8427,2026-03-06,Ultra Sofá 61,41,322.51
8428,2025-11-26,Premium Dicionário 67,28,196.64
8429,2025-07-17,Smart Sofá 41,47,210.63
8430,2025-07-20,Premium Dicionário 94,15,400.44
8431,2025-12-06,Ultra Tênis 6,7,287.71
8432,2025-10-29,Premium Set 80,15,452.79
8433,2026-05-12,Pro Sofá 90,31,465.53
8434,2026-01-26,Giga Fone 66,13,235.97
8435,2026-03-27,Mini Dicionário 39,44,260.78
8436,2025-11-02,Giga Set 30,22,119.72
8437,2025-06-23,Basic Set 72,29,215.69
8438,2025-10-17,Elite Fone 89,2,162.59
8439,2025-06-12,Elite Bicicleta 32,24,133.74
8440,2025-09-05,Mini Set 25,13,362.21
8441,2026-04-14,Giga Kit 59,16,486.81
8442,2026-04-30,Elite Tênis 50,46,371.45
8443,2026-01-24,Premium Tênis 79,8,80.33
8444,2025-06-28,Elite Tênis 99,20,392.09
8445,2025-06-26,Mini Sofá 39,24,264.65
8446,2025-09-24,Basic Dicionário 15,2,347.59
8447,2025-12-19,Smart Bicicleta 79,6,268.89
8448,2025-08-05,Maxi Dicionário 67,5,428.99
8449,2026-05-09,Maxi Café 76,31,465.65
8450,2025-05-27,Ultra Bicicleta 10,24,325.61
8451,2025-10-06,Giga Bicicleta 70,50,493.76
8452,2026-02-16,Elite Sofá 78,37,142.90
8453,2025-11-20,Mini Pack 93,32,222.69
8454,2026-02-22,Giga Kit 69,13,93.96
8455,2026-02-05,Eco Set 37,24,40.83
8456,2025-06-02,Basic Set 74,32,312.67
8457,2025-06-10,Elite Fone 13,48,52.44
8458,2025-10-17,Eco Sofá 87,2,95.76
8459,2026-03-06,Giga Sofá 16,18,246.73
8460,2026-05-01,Pro Pack 67,12,364.77
8461,2026-01-15,Eco Set 88,48,364.38
8462,2025-11-28,Giga Café 83,48,210.21
8463,2025-11-27,Maxi Dicionário 75,33,272.11
8464,2025-10-25,Ultra Tênis 60,45,24.73
8465,2025-11-25,Mini Kit 5,47,192.35
8466,2025-08-02,Pro Crema 28,27,238.54
8467,2026-04-29,Basic Set 79,5,111.10
8468,2025-06-19,Giga Tênis 83,45,21.35
8469,2025-10-20,Ultra Dicionário 97,49,377.72
8470,2026-03-19,Pro Pack 53,36,477.18
8471,2025-11-24,Elite Sofá 61,2,449.66
8472,2026-01-03,Giga Bicicleta 66,5,136.30
8473,2025-07-16,Elite Crema 77,7,23.12
8474,2025-12-31,Premium Set 87,33,466.75
8475,2025-09-23,Eco Fone 17,16,388.13
8476,2026-02-12,Giga Sofá 34,47,6.05
8477,2025-09-18,Pro Crema 48,30,174.38
8478,2026-03-14,Premium Crema 41,48,279.26
8479,2025-11-29,Elite Tênis 89,22,41.31
8480,2025-06-19,Smart Tênis 93,17,199.92
8481,2025-07-08,Maxi Dicionário 27,45,155.90
8482,2025-09-28,Ultra Café 66,14,42.98
8483,2025-11-25,Basic Crema 64,22,324.76
8484,2026-01-22,Eco Kit 75,7,329.91
8485,2025-12-14,Giga Tênis 37,35,345.30
8486,2025-12-30,Pro Fone 26,6,418.39
8487,2025-09-01,Maxi Fone 81,41,454.08
8488,2026-05-02,Eco Set 87,41,361.09
8489,2025-10-15,Pro Set 21,15,232.30
8490,2025-09-23,Maxi Tênis 67,41,395.05
8491,2025-08-20,Ultra Sofá 1,41,108.12
8492,2025-07-12,Mini Set 44,21,361.56
8493,2026-04-05,Premium Café 78,45,309.06
8494,2025-09-18,Eco Kit 39,36,415.45
8495,2026-03-17,Mini Pack 95,17,482.46
8496,2026-05-21,Ultra Bicicleta 72,8,355.56
8497,2025-08-11,Smart Crema 10,16,75.80
8498,2025-11-19,Eco Set 5,22,247.66
8499,2026-04-18,Elite Pack 6,19,85.76
8500,2026-01-02,Basic Tênis 82,16,449.14
8501,2026-03-05,Elite Bicicleta 58,7,414.20
8502,2026-04-12,Smart Dicionário 38,41,93.84
8503,2026-03-03,Ultra Fone 81,13,394.31
8504,2025-09-06,Ultra Crema 93,45,55.55
8505,2025-06-22,Elite Set 64,50,136.76
8506,2025-08-08,Eco Set 40,38,12.13
8507,2025-12-28,Premium Crema 36,7,9.86
8508,2026-05-23,Mini Set 44,31,271.27
8509,2026-04-07,Mini Kit 41,50,471.48
8510,2025-09-04,Basic Tênis 97,34,305.66
8511,2026-05-12,Smart Sofá 22,25,172.33
8512,2025-06-23,Premium Crema 78,10,149.38
8513,2025-09-06,Pro Sofá 96,7,255.00
8514,2026-02-09,Ultra Fone 74,11,193.53
8515,2025-11-14,Eco Bicicleta 74,28,336.86
8516,2026-04-07,Elite Crema 51,40,55.90
8517,2025-12-21,Ultra Fone 91,14,268.41
8518,2025-09-27,Pro Kit 77,6,163.52
8519,2026-05-17,Basic Kit 65,11,455.76
8520,2026-02-18,Ultra Pack 99,4,363.33
8521,2025-10-19,Pro Fone 46,48,128.96
8522,2025-12-23,Elite Sofá 19,36,476.94
8523,2025-12-04,Giga Tênis 92,48,356.29
8524,2025-06-16,Maxi Kit 69,47,240.55
8525,2026-02-03,Elite Café 46,28,359.83
8526,2026-03-22,Giga Pack 89,48,383.04
8527,2025-09-17,Maxi Sofá 15,10,248.62
8528,2026-05-01,Eco Tênis 86,28,70.65
8529,2025-10-06,Pro Fone 18,28,96.88
8530,2025-08-26,Basic Kit 69,20,311.38
8531,2026-03-23,Premium Crema 90,13,262.38
8532,2025-09-27,Eco Dicionário 83,27,238.63
8533,2025-12-10,Pro Fone 80,6,239.62
8534,2026-01-07,Giga Pack 19,3,265.59
8535,2025-12-20,Elite Dicionário 63,37,206.00
8536,2025-06-03,Premium Tênis 49,10,155.43
8537,2026-03-15,Maxi Fone 83,16,225.78
8538,2025-07-30,Basic Crema 67,42,244.77
8539,2025-09-17,Maxi Kit 48,26,215.08
8540,2026-03-06,Premium Crema 80,2,37.86
8541,2026-04-12,Premium Tênis 7,15,298.26
8542,2025-08-12,Mini Crema 98,27,179.65
8543,2025-06-30,Giga Sofá 61,48,301.07
8544,2026-04-09,Basic Fone 95,32,315.25
8545,2026-04-19,Smart Fone 51,7,480.04
8546,2025-07-19,Mini Set 18,44,168.71
8547,2025-08-31,Maxi Sofá 73,9,197.15
8548,2025-12-10,Pro Crema 40,15,276.31
8549,2025-09-06,Giga Set 70,44,29.86
8550,2025-09-20,Smart Bicicleta 35,5,107.61
8551,2025-07-19,Basic Tênis 83,23,89.23
8552,2026-04-02,Ultra Tênis 51,41,343.73
8553,2026-02-22,Basic Sofá 83,48,474.73
8554,2026-05-23,Maxi Fone 89,36,304.55
8555,2026-03-04,Giga Pack 52,14,34.09
8556,2026-04-26,Ultra Dicionário 68,30,261.81
8557,2025-08-11,Premium Dicionário 6,40,193.20
8558,2025-06-07,Ultra Crema 29,32,212.81
8559,2025-12-11,Mini Bicicleta 70,7,383.19
8560,2025-06-18,Premium Fone 81,50,448.66
8561,2026-05-12,Ultra Tênis 38,37,464.20
8562,2025-12-23,Maxi Crema 63,48,484.60
8563,2025-09-29,Mini Pack 84,42,95.91
8564,2026-01-31,Eco Fone 20,1,122.40
8565,2025-12-21,Ultra Kit 27,40,146.26
8566,2025-10-19,Elite Fone 50,48,77.10
8567,2026-03-01,Elite Sofá 32,23,292.38
8568,2025-07-24,Giga Crema 87,46,376.01
8569,2026-01-10,Mini Kit 53,36,475.71
8570,2025-09-18,Basic Pack 66,45,92.67
8571,2025-10-09,Smart Fone 84,37,497.80
8572,2026-03-11,Basic Kit 74,26,226.29
8573,2026-05-20,Giga Bicicleta 77,13,476.25
8574,2025-06-26,Elite Sofá 70,44,24.73
8575,2025-06-21,Smart Crema 48,39,452.91
8576,2025-09-18,Basic Sofá 21,19,431.49
8577,2026-04-11,Mini Set 98,20,323.95
8578,2025-10-04,Eco Bicicleta 2,13,206.93
8579,2025-05-29,Eco Dicionário 74,4,184.42
8580,2026-03-21,Pro Sofá 51,14,188.32
8581,2025-08-16,Mini Kit 98,20,178.50
8582,2025-07-04,Elite Crema 63,16,490.96
8583,2025-09-04,Basic Café 84,16,354.07
8584,2025-08-02,Giga Dicionário 96,47,288.29
8585,2025-12-29,Ultra Kit 60,41,217.51
8586,2026-01-15,Ultra Café 62,38,241.95
8587,2025-08-11,Mini Café 92,27,269.61
8588,2025-12-20,Giga Kit 15,48,491.26
8589,2025-12-11,Eco Pack 35,8,29.14
8590,2025-12-02,Ultra Café 28,9,329.26
8591,2025-10-03,Eco Café 2,2,126.69
8592,2026-02-25,Smart Tênis 80,23,115.08
8593,2026-02-07,Maxi Bicicleta 9,11,219.35
8594,2025-08-17,Eco Pack 83,33,189.68
8595,2026-05-03,Mini Sofá 77,18,192.09
8596,2025-08-05,Smart Fone 87,19,274.34
8597,2026-04-15,Basic Dicionário 83,26,270.74
8598,2025-10-17,Smart Dicionário 61,1,269.76
8599,2025-06-19,Ultra Dicionário 90,21,363.89
8600,2026-04-21,Mini Sofá 14,16,50.00
